"datetime","pm25_2","pm25","DEWP","TEMP","PRES","cbwd","Iws","Is","Ir","aqi_category","aqi_category2"
"2/14/2014 23:00",405,404.6976318,-8,-4,1025,"cv",0.45,0,0,4,"4"
"2/15/2014 0:00",421,420.7544861,-8,-5,1025,"NW",0.89,0,0,4,"4"
"2/15/2014 1:00",487,486.2709351,-8,-5,1024,"cv",0.89,0,0,4,"4"
"2/15/2014 2:00",580,579.9455566,-9,-6,1024,"NW",1.79,0,0,4,"4"
"2/15/2014 3:00",440,439.5187988,-9,-6,1024,"NW",3.58,0,0,4,"4"
"2/15/2014 4:00",421,420.1657104,-9,-6,1024,"NW",5.37,0,0,4,"4"
"2/15/2014 5:00",363,362.9732056,-8,-5,1024,"NW",7.16,0,0,4,"4"
"2/15/2014 6:00",328,327.9736938,-8,-4,1024,"NW",8.95,0,0,4,"4"
"2/15/2014 7:00",274,273.9529114,-9,-5,1025,"NW",10.74,0,0,4,"4"
"2/15/2014 8:00",259,258.1109314,-9,-4,1025,"NE",0.89,0,0,4,"4"
"2/15/2014 9:00",321,320.636261,-7,-3,1026,"cv",0.45,0,0,4,"4"
"2/15/2014 10:00",281,280.1077881,-6,0,1026,"NW",1.79,0,0,4,"4"
"2/15/2014 11:00",267,266.627533,-8,1,1025,"SE",1.79,0,0,4,"4"
"2/15/2014 12:00",245,244.5163727,-8,1,1025,"SE",3.58,0,0,4,"4"
"2/15/2014 13:00",252,251.1337585,-8,3,1024,"SE",5.37,0,0,4,"4"
"2/15/2014 14:00",284,283.285614,-8,3,1024,"SE",7.16,0,0,4,"4"
"2/15/2014 15:00",331,330.966217,-8,4,1023,"SE",8.95,0,0,4,"4"
"2/15/2014 16:00",386,385.6595154,-8,4,1023,"cv",0.89,0,0,4,"4"
"2/15/2014 17:00",376,375.7149048,-8,3,1024,"SE",1.79,0,0,4,"4"
"2/15/2014 18:00",388,387.4334717,-8,2,1024,"cv",0.89,0,0,4,"4"
"2/15/2014 19:00",320,319.4196472,-7,-1,1024,"cv",1.34,0,0,4,"4"
"2/15/2014 20:00",300,299.9510193,-7,-2,1024,"cv",2.23,0,0,4,"4"
"2/15/2014 21:00",317,316.5365906,-8,-4,1025,"cv",3.12,0,0,4,"4"
"2/15/2014 22:00",334,333.9943542,-7,-4,1025,"cv",4.01,0,0,4,"4"
"2/15/2014 23:00",291,290.1437073,-8,-4,1025,"NW",1.79,0,0,4,"4"
"2/16/2014 0:00",352,351.0884705,-7,-3,1026,"NW",3.58,0,0,4,"4"
"2/16/2014 1:00",338,337.7499084,-8,-5,1026,"NW",6.71,0,0,4,"4"
"2/16/2014 2:00",365,364.3191223,-8,-4,1026,"NW",8.5,0,0,4,"4"
"2/16/2014 3:00",344,343.5239563,-8,-5,1026,"NW",10.29,0,0,4,"4"
"2/16/2014 4:00",350,349.4631653,-9,-5,1026,"NW",14.31,0,0,4,"4"
"2/16/2014 5:00",336,335.4589233,-8,-4,1027,"NW",18.33,0,0,4,"4"
"2/16/2014 6:00",349,348.339386,-8,-4,1028,"NW",21.46,0,0,4,"4"
"2/16/2014 7:00",308,307.4356079,-10,-6,1028,"NW",24.59,0,0,4,"4"
"2/16/2014 8:00",313,312.0233765,-9,-4,1029,"NW",27.72,0,0,4,"4"
"2/16/2014 9:00",337,336.6238403,-6,-1,1030,"NW",29.51,0,0,4,"4"
"2/16/2014 10:00",260,259.4450378,-13,4,1030,"NW",31.3,0,0,4,"4"
"2/16/2014 11:00",259,258.9932251,-11,3,1031,"SE",1.79,0,0,4,"4"
"2/16/2014 12:00",222,221.1674805,-15,6,1030,"cv",0.89,0,0,4,"4"
"2/16/2014 13:00",218,217.5442352,-15,7,1030,"cv",2.68,0,0,4,"4"
"2/16/2014 14:00",159,158.4009705,-16,7,1029,"SE",1.79,0,0,4,"4"
"2/16/2014 15:00",154,153.2344818,-15,7,1029,"SE",3.58,0,0,4,"4"
"2/16/2014 16:00",129,128.1727448,-12,6,1029,"SE",7.6,0,0,3,"3"
"2/16/2014 17:00",166,165.4808044,-11,5,1029,"SE",9.39,0,0,4,"4"
"2/16/2014 18:00",225,224.4898376,-8,4,1030,"SE",13.41,0,0,4,"4"
"2/16/2014 19:00",212,211.97435,-8,3,1030,"SE",17.43,0,0,4,"4"
"2/16/2014 20:00",247,246.9900055,-6,3,1031,"SE",20.56,0,0,4,"4"
"2/16/2014 21:00",232,231.5214386,-6,2,1032,"SE",22.35,0,0,4,"4"
"2/16/2014 22:00",250,249.3871765,-7,1,1033,"SE",24.14,0,0,4,"4"
"2/16/2014 23:00",196,195.1746063,-7,1,1033,"SE",25.93,0,0,4,"4"
"2/17/2014 0:00",219,218.4197083,-7,0,1033,"cv",0.89,0,0,4,"4"
"2/17/2014 1:00",169,168.288559,-9,0,1033,"SE",3.13,0,0,4,"4"
"2/17/2014 2:00",132,131.9142761,-7,0,1034,"SE",4.02,0,0,3,"3"
"2/17/2014 3:00",136,135.1847687,-8,-2,1034,"SE",5.81,0,0,3,"3"
"2/17/2014 4:00",119,118.110466,-9,-3,1034,"cv",0.89,0,0,3,"3"
"2/17/2014 5:00",139,138.0012054,-10,-3,1034,"NE",0.89,0,0,3,"3"
"2/17/2014 6:00",79,78.86667633,-9,-3,1034,"NW",1.79,0,0,3,"3"
"2/17/2014 7:00",41,40.65649796,-10,-2,1035,"cv",0.89,0,0,2,"2"
"2/17/2014 8:00",65,64.19009399,-9,-1,1036,"SE",0.89,0,0,2,"2"
"2/17/2014 9:00",76,75.05310059,-10,1,1037,"cv",0.89,0,0,3,"3"
"2/17/2014 10:00",73,72.83889771,-16,3,1037,"SE",3.13,0,0,2,"2"
"2/17/2014 11:00",80,79.07942963,-17,3,1037,"SE",7.15,0,0,3,"3"
"2/17/2014 12:00",70,69.47425079,-17,4,1036,"SE",10.28,0,0,2,"2"
"2/17/2014 13:00",86,85.78734589,-18,5,1035,"SE",12.07,0,0,3,"3"
"2/17/2014 14:00",78,77.21886444,-18,5,1034,"SE",15.2,0,0,3,"3"
"2/17/2014 15:00",64,63.21642685,-19,5,1034,"SE",16.99,0,0,2,"2"
"2/17/2014 16:00",104,103.8987503,-19,5,1034,"SE",20.12,0,0,3,"3"
"2/17/2014 17:00",77,76.98880005,-19,4,1033,"SE",23.25,0,0,3,"3"
"2/17/2014 18:00",90,89.03813934,-18,1,1033,"SE",26.38,0,0,3,"3"
"2/17/2014 19:00",86,85.31381989,-17,1,1034,"SE",28.17,0,0,3,"3"
"2/17/2014 20:00",102,101.0921021,-15,1,1035,"SE",33.09,0,0,3,"3"
"2/17/2014 21:00",92,91.13993835,-14,0,1036,"SE",37.11,0,0,3,"3"
"2/17/2014 22:00",100,99.35308838,-15,-2,1036,"SE",41.13,0,0,3,"3"
"2/17/2014 23:00",82,81.45578003,-13,-1,1036,"SE",45.15,0,0,3,"3"
"2/18/2014 0:00",69,68.26018524,-13,-2,1036,"SE",48.28,0,0,2,"2"
"2/18/2014 1:00",96,95.75839996,-12,-3,1036,"SE",49.17,0,0,3,"3"
"2/18/2014 2:00",38,37.94306564,-12,-3,1035,"SE",50.96,0,0,2,"2"
"2/18/2014 3:00",59,58.32787323,-12,-4,1035,"cv",0.89,0,0,2,"2"
"2/18/2014 4:00",42,41.65663528,-12,-4,1034,"SE",1.79,0,0,2,"2"
"2/18/2014 5:00",71,70.16383362,-13,-4,1035,"SE",3.58,0,0,2,"2"
"2/18/2014 6:00",71,70.47422028,-13,-4,1034,"SE",5.37,0,0,2,"2"
"2/18/2014 7:00",54,53.66661835,-13,-4,1035,"SE",7.16,0,0,2,"2"
"2/18/2014 8:00",78,77.44726563,-12,-3,1035,"SE",8.95,0,0,3,"3"
"2/18/2014 9:00",83,82.59057617,-12,-3,1035,"SE",12.97,0,0,3,"3"
"2/18/2014 10:00",93,92.9743576,-12,-2,1034,"SE",16.1,0,0,3,"3"
"2/18/2014 11:00",82,81.43560791,-11,0,1034,"SE",19.23,0,0,3,"3"
"2/18/2014 12:00",102,101.9627762,-12,1,1033,"SE",22.36,0,0,3,"3"
"2/18/2014 13:00",86,85.95089722,-12,2,1031,"SE",26.38,0,0,3,"3"
"2/18/2014 14:00",79,78.2244339,-12,2,1030,"SE",30.4,0,0,3,"3"
"2/18/2014 15:00",79,78.1591568,-12,2,1029,"SE",34.42,0,0,3,"3"
"2/18/2014 16:00",68,67.96789551,-12,2,1029,"SE",37.55,0,0,2,"2"
"2/18/2014 17:00",80,79.80059052,-12,2,1028,"SE",40.68,0,0,3,"3"
"2/18/2014 18:00",76,75.43830109,-12,0,1028,"SE",42.47,0,0,3,"3"
"2/18/2014 19:00",107,106.8712769,-11,-1,1029,"cv",0.89,0,0,3,"3"
"2/18/2014 20:00",107,106.3932724,-10,-2,1029,"SE",0.89,0,0,3,"3"
"2/18/2014 21:00",122,121.6696396,-11,-1,1029,"NE",1.79,0,0,3,"3"
"2/18/2014 22:00",103,102.3160477,-11,-1,1030,"SE",1.79,0,0,3,"3"
"2/18/2014 23:00",132,131.9003906,-11,-2,1029,"SE",2.68,1,0,3,"3"
"2/19/2014 0:00",131,130.293335,-11,-2,1029,"NE",1.79,0,0,3,"3"
"2/19/2014 1:00",134,133.2887878,-11,-3,1029,"NE",3.58,0,0,3,"3"
"2/19/2014 2:00",139,138.3347321,-11,-3,1029,"SE",0.89,0,0,3,"3"
"2/19/2014 3:00",130,129.9263458,-11,-5,1028,"NW",1.79,0,0,3,"3"
"2/19/2014 4:00",134,133.1214447,-11,-5,1028,"cv",0.89,0,0,3,"3"
"2/19/2014 5:00",110,109.7746201,-12,-7,1028,"NW",3.13,0,0,3,"3"
"2/19/2014 6:00",142,141.2937164,-11,-6,1029,"cv",0.89,0,0,3,"3"
"2/19/2014 7:00",126,125.4621964,-12,-8,1029,"cv",1.78,0,0,3,"3"
"2/19/2014 8:00",141,140.5528564,-10,-7,1030,"NW",1.79,0,0,3,"3"
"2/19/2014 9:00",133,132.2219086,-8,0,1030,"NW",4.92,0,0,3,"3"
"2/19/2014 10:00",112,111.5329742,-13,2,1031,"NW",8.05,0,0,3,"3"
"2/19/2014 11:00",100,99.45587158,-15,3,1030,"NW",9.84,0,0,3,"3"
"2/19/2014 12:00",49,48.92922974,-17,4,1029,"NE",1.79,0,0,2,"2"
"2/19/2014 13:00",50,49.93285751,-17,5,1028,"NW",1.79,0,0,2,"2"
"2/19/2014 14:00",35,34.75602722,-17,5,1027,"cv",0.89,0,0,1,"1"
"2/19/2014 15:00",36,35.61959457,-18,6,1027,"NE",1.79,0,0,2,"2"
"2/19/2014 16:00",10,9.383131027,-19,5,1027,"SE",3.13,0,0,1,"1"
"2/19/2014 17:00",48,47.49934006,-18,5,1027,"SE",7.15,0,0,2,"2"
"2/19/2014 18:00",35,34.98860168,-17,2,1027,"SE",8.94,0,0,1,"1"
"2/19/2014 19:00",78,77.42050171,-15,1,1028,"SE",12.96,0,0,3,"3"
"2/19/2014 20:00",73,72.3799057,-11,-1,1029,"SE",16.98,0,0,2,"2"
"2/19/2014 21:00",73,72.35965729,-12,-2,1029,"SE",20.11,0,0,2,"2"
"2/19/2014 22:00",129,128.928772,-8,0,1030,"SE",25.03,0,0,3,"3"
"2/19/2014 23:00",134,133.1338654,-9,-2,1030,"SE",26.82,0,0,3,"3"
"2/20/2014 0:00",196,195.6601868,-7,-2,1030,"SE",29.95,0,0,4,"4"
"2/20/2014 1:00",170,169.9733887,-7,-3,1030,"SE",31.74,0,0,4,"4"
"2/20/2014 2:00",205,204.4113159,-7,-4,1030,"SE",33.53,0,0,4,"4"
"2/20/2014 3:00",150,149.9373322,-7,-4,1030,"SE",35.32,0,0,3,"3"
"2/20/2014 4:00",190,189.165329,-6,-3,1030,"SE",36.21,0,0,4,"4"
"2/20/2014 5:00",194,193.3644714,-6,-3,1030,"cv",0.89,0,0,4,"4"
"2/20/2014 6:00",185,184.7848816,-5,-2,1031,"SE",0.89,0,0,4,"4"
"2/20/2014 7:00",195,194.866333,-5,-2,1031,"SE",1.78,0,0,4,"4"
"2/20/2014 8:00",205,204.3135071,-5,-2,1032,"SE",3.57,1,0,4,"4"
"2/20/2014 9:00",211,210.0404663,-5,-1,1032,"SE",5.36,2,0,4,"4"
"2/20/2014 10:00",210,209.4670868,-6,-1,1032,"SE",7.15,0,0,4,"4"
"2/20/2014 11:00",217,216.8625183,-6,0,1032,"SE",8.94,0,0,4,"4"
"2/20/2014 12:00",200,199.1834564,-7,0,1031,"SE",10.73,0,0,4,"4"
"2/20/2014 13:00",220,219.1998291,-7,1,1030,"SE",13.86,0,0,4,"4"
"2/20/2014 14:00",225,224.5189667,-7,1,1030,"SE",16.99,0,0,4,"4"
"2/20/2014 15:00",253,252.5568085,-6,1,1030,"SE",20.12,0,0,4,"4"
"2/20/2014 16:00",266,265.746521,-6,0,1029,"SE",23.25,0,0,4,"4"
"2/20/2014 17:00",322,321.2740479,-5,0,1029,"SE",26.38,0,0,4,"4"
"2/20/2014 18:00",345,344.0073242,-5,-1,1029,"SE",28.17,0,0,4,"4"
"2/20/2014 19:00",368,367.0731201,-6,-3,1029,"SE",29.06,0,0,4,"4"
"2/20/2014 20:00",374,373.1103516,-6,-2,1030,"SE",29.95,0,0,4,"4"
"2/20/2014 21:00",392,391.323761,-6,-3,1030,"NE",0.89,0,0,4,"4"
"2/20/2014 22:00",392,391.5146484,-6,-3,1030,"cv",0.45,0,0,4,"4"
"2/20/2014 23:00",412,411.3470154,-6,-4,1030,"SE",0.89,0,0,4,"4"
"2/21/2014 0:00",418,417.2711792,-6,-4,1030,"cv",0.45,0,0,4,"4"
"2/21/2014 1:00",372,371.2043152,-7,-4,1030,"cv",0.9,0,0,4,"4"
"2/21/2014 2:00",370,369.9432983,-8,-5,1029,"cv",1.35,0,0,4,"4"
"2/21/2014 3:00",366,365.1854858,-7,-5,1029,"cv",1.8,0,0,4,"4"
"2/21/2014 4:00",331,330.8621826,-7,-5,1029,"cv",2.25,0,0,4,"4"
"2/21/2014 5:00",344,343.1178284,-7,-5,1029,"SE",0.89,0,0,4,"4"
"2/21/2014 6:00",315,314.0686646,-8,-6,1029,"NW",0.89,0,0,4,"4"
"2/21/2014 7:00",311,310.7805481,-6,-4,1029,"cv",0.89,0,0,4,"4"
"2/21/2014 8:00",304,303.6612854,-5,-2,1029,"NW",1.79,0,0,4,"4"
"2/21/2014 9:00",341,340.4108582,-3,0,1029,"NW",4.92,0,0,4,"4"
"2/21/2014 10:00",301,300.7002258,-5,1,1029,"NW",6.71,0,0,4,"4"
"2/21/2014 11:00",268,267.3552856,-5,2,1029,"NW",8.5,0,0,4,"4"
"2/21/2014 12:00",238,237.3635712,-6,2,1028,"cv",0.89,0,0,4,"4"
"2/21/2014 13:00",266,265.8072815,-6,3,1027,"NW",1.79,0,0,4,"4"
"2/21/2014 14:00",296,295.7254639,-6,4,1026,"cv",0.89,0,0,4,"4"
"2/21/2014 15:00",305,304.7737427,-6,4,1026,"NE",1.79,0,0,4,"4"
"2/21/2014 16:00",315,314.7572327,-7,4,1026,"SE",1.79,0,0,4,"4"
"2/21/2014 17:00",308,307.3006592,-7,3,1026,"cv",0.89,0,0,4,"4"
"2/21/2014 18:00",297,296.9036865,-7,1,1027,"SE",0.89,0,0,4,"4"
"2/21/2014 19:00",322,321.3685608,-6,1,1028,"cv",0.89,0,0,4,"4"
"2/21/2014 20:00",320,319.8783875,-7,-2,1028,"cv",1.78,0,0,4,"4"
"2/21/2014 21:00",335,334.6658325,-6,-1,1029,"NE",0.89,0,0,4,"4"
"2/21/2014 22:00",316,315.3650208,-7,-2,1029,"NW",3.13,0,0,4,"4"
"2/21/2014 23:00",340,339.769043,-6,-1,1029,"cv",0.89,0,0,4,"4"
"2/22/2014 0:00",334,333.9837036,-5,-1,1029,"NW",0.89,0,0,4,"4"
"2/22/2014 1:00",382,381.3256531,-6,-2,1029,"NW",2.68,0,0,4,"4"
"2/22/2014 2:00",358,357.6940613,-5,-1,1029,"NW",5.81,0,0,4,"4"
"2/22/2014 3:00",396,395.2587891,-5,0,1029,"NW",6.7,0,0,4,"4"
"2/22/2014 4:00",339,338.7207947,-6,0,1029,"NW",7.59,0,0,4,"4"
"2/22/2014 5:00",318,317.1741028,-5,1,1029,"NW",9.38,0,0,4,"4"
"2/22/2014 6:00",274,273.4078369,-6,1,1029,"NW",11.17,0,0,4,"4"
"2/22/2014 7:00",295,294.0502319,-6,1,1030,"NW",14.3,0,0,4,"4"
"2/22/2014 8:00",314,313.2983398,-6,2,1030,"NW",16.09,0,0,4,"4"
"2/22/2014 9:00",338,337.1460266,-6,3,1031,"NW",19.22,0,0,4,"4"
"2/22/2014 10:00",365,364.1196594,-5,3,1031,"NW",21.01,0,0,4,"4"
"2/22/2014 11:00",302,301.6562195,-5,5,1031,"cv",0.89,0,0,4,"4"
"2/22/2014 12:00",288,287.2023926,-5,5,1030,"SE",1.79,0,0,4,"4"
"2/22/2014 13:00",307,306.7495422,-5,6,1029,"NE",1.79,0,0,4,"4"
"2/22/2014 14:00",347,346.6329651,-4,6,1029,"SE",1.79,0,0,4,"4"
"2/22/2014 15:00",360,359.2748108,-4,6,1029,"SE",4.92,0,0,4,"4"
"2/22/2014 16:00",363,362.5434265,-4,6,1029,"SE",8.05,0,0,4,"4"
"2/22/2014 17:00",350,349.968689,-4,5,1029,"cv",0.89,0,0,4,"4"
"2/22/2014 18:00",341,340.6992493,-4,4,1029,"NE",0.89,0,0,4,"4"
"2/22/2014 19:00",324,323.4736938,-4,2,1030,"SE",0.89,0,0,4,"4"
"2/22/2014 20:00",338,337.2322388,-4,3,1031,"SE",2.68,0,0,4,"4"
"2/22/2014 21:00",361,360.4931335,-2,4,1031,"SE",5.81,0,0,4,"4"
"2/22/2014 22:00",357,356.0363464,-3,3,1031,"SE",8.94,0,0,4,"4"
"2/22/2014 23:00",334,333.6278992,-4,2,1032,"SE",10.73,0,0,4,"4"
"2/23/2014 0:00",292,291.9808655,-4,2,1032,"SE",12.52,0,0,4,"4"
"2/23/2014 1:00",304,303.2321167,-5,2,1032,"SE",14.31,0,0,4,"4"
"2/23/2014 2:00",281,280.5578918,-5,2,1032,"SE",16.1,0,0,4,"4"
"2/23/2014 3:00",279,278.8445129,-5,1,1032,"SE",17.89,0,0,4,"4"
"2/23/2014 4:00",263,262.5231323,-6,1,1031,"SE",19.68,0,0,4,"4"
"2/23/2014 5:00",237,236.2001343,-6,1,1031,"cv",0.89,0,0,4,"4"
"2/23/2014 6:00",248,247.0137787,-6,1,1031,"cv",1.78,0,0,4,"4"
"2/23/2014 7:00",235,234.6958923,-6,1,1032,"cv",2.67,0,0,4,"4"
"2/23/2014 8:00",240,239.2397614,-6,1,1032,"cv",3.56,0,0,4,"4"
"2/23/2014 9:00",263,262.9069824,-6,1,1032,"cv",4.45,0,0,4,"4"
"2/23/2014 10:00",260,259.5928955,-6,2,1032,"SE",1.79,0,0,4,"4"
"2/23/2014 11:00",253,252.8209076,-6,2,1032,"cv",0.89,0,0,4,"4"
"2/23/2014 12:00",263,262.3979187,-6,2,1031,"cv",1.78,0,0,4,"4"
"2/23/2014 13:00",268,267.1409302,-6,2,1030,"cv",2.67,0,0,4,"4"
"2/23/2014 14:00",285,284.0214539,-6,2,1030,"cv",3.56,0,0,4,"4"
"2/23/2014 15:00",286,285.6493835,-6,3,1030,"cv",4.45,0,0,4,"4"
"2/23/2014 16:00",312,311.2033386,-6,3,1029,"cv",5.34,0,0,4,"4"
"2/23/2014 17:00",324,323.474884,-6,3,1029,"SE",0.89,0,0,4,"4"
"2/23/2014 18:00",334,333.3471069,-5,2,1029,"SE",1.78,0,0,4,"4"
"2/23/2014 19:00",344,343.9618225,-6,2,1030,"cv",0.89,0,0,4,"4"
"2/23/2014 20:00",365,364.7692261,-5,1,1030,"cv",1.78,0,0,4,"4"
"2/23/2014 21:00",373,372.1439514,-5,2,1030,"cv",2.67,0,0,4,"4"
"2/23/2014 22:00",357,356.8425598,-5,2,1030,"cv",3.56,0,0,4,"4"
"2/23/2014 23:00",360,359.9549866,-5,2,1030,"cv",4.45,0,0,4,"4"
"2/24/2014 0:00",364,363.7793579,-5,2,1030,"NE",0.89,0,0,4,"4"
"2/24/2014 1:00",358,357.086731,-5,2,1029,"NW",0.89,0,0,4,"4"
"2/24/2014 2:00",337,336.1966248,-5,2,1029,"cv",0.45,0,0,4,"4"
"2/24/2014 3:00",337,336.1086426,-5,2,1028,"NW",0.89,0,0,4,"4"
"2/24/2014 4:00",336,335.1959534,-5,2,1028,"NW",2.68,0,0,4,"4"
"2/24/2014 5:00",333,332.5563965,-5,2,1028,"NW",4.47,0,0,4,"4"
"2/24/2014 6:00",338,337.1869507,-5,1,1028,"NW",6.26,0,0,4,"4"
"2/24/2014 7:00",338,337.9116821,-5,1,1028,"NW",8.05,0,0,4,"4"
"2/24/2014 8:00",337,336.1028137,-5,2,1029,"cv",0.89,0,0,4,"4"
"2/24/2014 9:00",344,343.9586182,-5,3,1029,"NE",1.79,0,0,4,"4"
"2/24/2014 10:00",334,333.0401306,-5,4,1029,"NE",3.58,0,0,4,"4"
"2/24/2014 11:00",342,341.3190002,-5,5,1028,"NW",1.79,0,0,4,"4"
"2/24/2014 12:00",340,339.5236816,-5,6,1028,"NW",3.58,0,0,4,"4"
"2/24/2014 13:00",352,351.4544067,-5,7,1027,"cv",0.89,0,0,4,"4"
"2/24/2014 14:00",355,354.2309265,-5,7,1026,"cv",1.78,0,0,4,"4"
"2/24/2014 15:00",343,342.2287598,-5,7,1025,"cv",2.67,0,0,4,"4"
"2/24/2014 16:00",348,347.1289978,-5,7,1025,"cv",4.46,0,0,4,"4"
"2/24/2014 17:00",365,364.7134094,-5,7,1025,"cv",5.35,0,0,4,"4"
"2/24/2014 18:00",390,389.4517212,-5,5,1025,"cv",6.24,0,0,4,"4"
"2/24/2014 19:00",411,410.28302,-5,4,1026,"SE",1.79,0,0,4,"4"
"2/24/2014 20:00",398,397.9639587,-5,3,1027,"SE",3.58,0,0,4,"4"
"2/24/2014 21:00",379,378.8237915,-5,2,1027,"cv",0.89,0,0,4,"4"
"2/24/2014 22:00",347,346.9189758,-5,0,1027,"NE",0.89,0,0,4,"4"
"2/24/2014 23:00",358,357.3676758,-4,0,1027,"NE",1.78,0,0,4,"4"
"2/25/2014 0:00",347,346.9717712,-4,-1,1027,"cv",0.89,0,0,4,"4"
"2/25/2014 1:00",368,367.6437378,-5,-1,1027,"cv",1.34,0,0,4,"4"
"2/25/2014 2:00",383,382.7123413,-5,-2,1027,"NE",0.89,0,0,4,"4"
"2/25/2014 3:00",441,440.6057129,-5,-2,1027,"cv",0.89,0,0,4,"4"
"2/25/2014 4:00",439,438.8892212,-5,-2,1027,"NW",0.89,0,0,4,"4"
"2/25/2014 5:00",467,466.6004639,-5,-2,1027,"NW",1.78,0,0,4,"4"
"2/25/2014 6:00",440,439.1122742,-5,-2,1027,"NW",3.57,0,0,4,"4"
"2/25/2014 7:00",457,456.0335999,-4,-1,1027,"NW",5.36,0,0,4,"4"
"2/25/2014 8:00",410,409.4698486,-4,0,1028,"NW",7.15,0,0,4,"4"
"2/25/2014 9:00",399,398.6111755,-4,2,1028,"NW",10.28,0,0,4,"4"
"2/25/2014 10:00",370,369.203125,-4,3,1027,"cv",0.89,0,0,4,"4"
"2/25/2014 11:00",368,367.7765503,-4,5,1027,"cv",1.78,0,0,4,"4"
"2/25/2014 12:00",371,370.7195129,-4,6,1027,"cv",2.67,0,0,4,"4"
"2/25/2014 13:00",376,375.9353333,-4,7,1025,"cv",3.56,0,0,4,"4"
"2/25/2014 14:00",372,371.7765808,-5,8,1024,"SE",1.79,0,0,4,"4"
"2/25/2014 15:00",380,379.1655273,-4,8,1024,"SE",3.58,0,0,4,"4"
"2/25/2014 16:00",386,385.2915649,-4,8,1024,"cv",1.79,0,0,4,"4"
"2/25/2014 17:00",414,413.6377258,-4,8,1024,"cv",2.68,0,0,4,"4"
"2/25/2014 18:00",447,446.1299133,-4,6,1024,"cv",3.13,0,0,4,"4"
"2/25/2014 19:00",473,472.8213806,-3,4,1025,"cv",4.02,0,0,4,"4"
"2/25/2014 20:00",480,479.1681213,-5,3,1025,"NW",1.79,0,0,4,"4"
"2/25/2014 21:00",498,497.9208374,-4,2,1026,"NE",1.79,0,0,4,"4"
"2/25/2014 22:00",492,491.855835,-4,1,1026,"cv",0.89,0,0,4,"4"
"2/25/2014 23:00",516,515.961792,-4,1,1025,"cv",1.34,0,0,4,"4"
"2/26/2014 0:00",531,530.684082,-4,0,1025,"cv",2.23,0,0,4,"4"
"2/26/2014 1:00",519,518.1141357,-4,1,1025,"NE",0.89,0,0,4,"4"
"2/26/2014 2:00",501,500.967804,-4,1,1025,"NW",0.89,0,0,4,"4"
"2/26/2014 3:00",515,514.8465576,-4,0,1024,"NW",2.68,0,0,4,"4"
"2/26/2014 4:00",473,472.8540039,-4,1,1024,"NW",4.47,0,0,4,"4"
"2/26/2014 5:00",455,454.1950684,-4,1,1023,"NW",5.36,0,0,4,"4"
"2/26/2014 6:00",458,457.0940857,-4,0,1023,"cv",0.89,0,0,4,"4"
"2/26/2014 7:00",458,457.895874,-4,0,1023,"NW",0.89,0,0,4,"4"
"2/26/2014 8:00",470,469.9719238,-3,1,1024,"NW",1.78,0,0,4,"4"
"2/26/2014 9:00",515,514.8129883,-2,4,1023,"NW",2.67,0,0,4,"4"
"2/26/2014 10:00",531,530.1987915,-1,5,1023,"SE",1.79,0,0,4,"4"
"2/26/2014 11:00",526,525.2672729,0,6,1022,"cv",0.89,0,0,4,"4"
"2/26/2014 12:00",518,517.1265259,0,7,1021,"cv",1.78,0,0,4,"4"
"2/26/2014 13:00",544,543.3855591,0,8,1021,"cv",2.67,0,0,4,"4"
"2/26/2014 14:00",548,547.9692993,-1,9,1020,"NW",3.13,0,0,4,"4"
"2/26/2014 15:00",535,534.9283447,-1,9,1020,"cv",0.89,0,0,4,"4"
"2/26/2014 16:00",512,511.7869873,0,9,1020,"NW",1.79,0,0,4,"4"
"2/26/2014 17:00",514,513.5869141,0,9,1021,"NW",4.92,0,1,4,"4"
"2/26/2014 18:00",475,474.2748413,2,8,1022,"NW",10.73,0,2,4,"4"
"2/26/2014 19:00",284,283.5706177,2,7,1023,"NW",15.65,0,3,4,"4"
"2/26/2014 20:00",182,181.8314972,2,8,1023,"NW",19.67,0,0,4,"4"
"2/26/2014 21:00",114,113.6906586,2,6,1024,"NE",3.13,0,1,3,"3"
"2/26/2014 22:00",117,116.8371658,2,6,1024,"NW",3.13,0,0,3,"3"
"2/26/2014 23:00",86,85.22220612,2,6,1025,"NW",6.26,0,0,3,"3"
"2/27/2014 0:00",41,40.08810425,-9,7,1025,"NW",14.31,0,0,2,"2"
"2/27/2014 1:00",41,40.97491837,-11,5,1026,"NW",22.36,0,0,2,"2"
"2/27/2014 2:00",36,35.17263031,-14,4,1027,"NW",28.17,0,0,2,"2"
"2/27/2014 3:00",18,17.01620865,-15,4,1027,"NW",37.11,0,0,1,"1"
"2/27/2014 4:00",29,28.24188423,-15,3,1027,"NW",46.05,0,0,1,"1"
"2/27/2014 5:00",55,54.45769501,-16,3,1028,"NW",54.1,0,0,2,"2"
"2/27/2014 6:00",27,26.00899315,-17,2,1029,"NW",59.91,0,0,1,"1"
"2/27/2014 7:00",55,54.40961456,-18,2,1030,"NW",64.83,0,0,2,"2"
"2/27/2014 8:00",71,70.36441803,-15,3,1031,"NW",67.96,0,0,2,"2"
"2/27/2014 9:00",61,60.59380722,-18,5,1032,"NW",75.11,0,0,2,"2"
"2/27/2014 10:00",63,62.11215591,-18,5,1032,"NW",80.92,0,0,2,"2"
"2/27/2014 11:00",50,49.15800858,-17,6,1032,"NW",84.05,0,0,2,"2"
